ID,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID
EBPT1,Plankton tows,#225,NP,150-250,fragment,blue,89.63,no,tiny**,
EBPT1,Plankton tows,#226,NP,150-250,fragment,blue,59.89,no,tiny**,
EBPT1,Plankton tows,#227,NP,150-250,fragment,blue,75.07,no,tiny**,
EBPT1,Plankton tows,#228,NP,150-250,fragment,blue,33.31,no,tiny**,
EBPT1,Plankton tows,#229,NP,150-250,fragment,blue,69.36,no,tiny**,
EBPT1,Plankton tows,118,NP,150-250,fragment,blue,154,yes,,
EBPT1,Plankton tows,119,NP,150-250,fragment,blue,104.83,yes,,
EBPT1,Plankton tows,#230,NP,150-250,fragment,blue,94.96,no,tiny**,
EBPT1,Plankton tows,120,NP,150-250,fragment,blue,129.33,yes,,
EBPT1,Plankton tows,#231,NP,150-250,fragment,blue,99.23,no,tiny**,
EBPT1,Plankton tows,#232,NP,150-250,fragment,blue,51.84,no,tiny**,
EBPT1,Plankton tows,#233,NP,150-250,fragment,blue,37.91,no,tiny**,
EBPT1,Plankton tows,121,NP,150-250,fragment,blue,276.64,yes,,
EBPT1,Plankton tows,122,NP,150-250,fragment,blue,205.36,yes,,
EBPT1,Plankton tows,#234,NP,150-250,fragment,blue,44.51,no,tiny**,
EBPT1,Plankton tows,#235,NP,150-250,fragment,blue,55.5,no,tiny**,
EBPT2,Plankton tows,123,NP,150-250,fragment,blue,110.99,yes,,
EBPT2,Plankton tows,124,NP,150-250,fibre,black,278.07,yes,,
EBPT2,Plankton tows,#236,NP,150-250,fragment,blue,77.72,no,tiny**,
EBPT2,Plankton tows,#237,NP,150-250,fragment,blue,47.03,no,tiny**,
EBPT2,Plankton tows,125,NP,150-250,fragment,blue,173.21,no,dropped,
EBPT2,Plankton tows,#238,NP,150-250,fragment,blue,46.6,no,tiny**,
EBPT2,Plankton tows,#239,NP,150-250,fragment,blue,37.25,no,tiny**,
EBPT2,Plankton tows,#240,NP,150-250,fragment,blue,37.81,no,tiny**,
EBPT2,Plankton tows,#241,NP,150-250,fragment,blue,40.09,no,tiny**,
EBPT2,Plankton tows,#242,NP,150-250,fragment,blue,52.43,no,tiny**,
EBPT2,Plankton tows,126,NP,150-250,fragment,blue,105.82,yes,,
EBPT3,Plankton tows,#243,NP,150-250,fragment,blue,48.24,no,tiny**,
EBPT3,Plankton tows,#244,NP,150-250,fragment,blue,39.93,no,tiny**,
EBPT4,Plankton tows,#245,NP,150-250,fragment,blue,362.57,no,"dropped, bounced",
EBPT4,Plankton tows,#246,NP,150-250,fragment,blue,96.72,no,tiny**,
EBPT4,Plankton tows,127,NP,150-250,fibre,purple,786.46,yes,,Polyester
EBPT4,Plankton tows,128,NP,150-250,fibre,pink,188.09,yes,,Cellulose
EBPT4,Plankton tows,#247,NP,150-250,fragment,blue,27.05,no,tiny**,
EBPT4,Plankton tows,#248,NP,150-250,fragment,blue,41.6,no,tiny**,
EBPT5,Plankton tows,#249,NP,150-250,fibre,clear,1278.46,no,dropped,
EBPT5,Plankton tows,129,NP,150-250,fibre,black,410.63,yes,,Polyester
EBPT5,Plankton tows,#250,NP,150-250,fragment,blue,68.65,no,tiny**,
EBPT5,Plankton tows,#251,NP,150-250,fragment,blue,66.48,no,tiny**,
EBPT5,Plankton tows,#252,NP,150-250,fibre,blue,371.22,no,dropped,
EBPT5,Plankton tows,130,NP,150-250,fibre,green,451.83,yes,,Dye
