ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
EBRFPB2,Elliot Bay,Blanks,NA,BB,150-1000,NA,NA,NA,NA,,,32,NA
EBRFPB3,Elliot Bay,Blanks,NA,BB,150-1000,NA,NA,NA,NA,,,32,NA
EBRF1,Elliot Bay,Rockfish Guts,939,BB,>1000,fiber,clear,5526.25,yes,,Polystyrene,32,S
EBRF1,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF2,Elliot Bay,Rockfish Guts,940,BB,>1000,fragment,white,3501.05,yes,,Bone,32,N
EBRF3,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF4,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF5,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF6,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF7,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF7,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF8,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF8,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF9,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF10,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF11,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF12,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF13,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF14,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF15,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF16,Elliot Bay,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF16A,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
EBRF16B,Elliot Bay,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,32,NA
